C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_55_892.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_55_892.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_55_892.jpg,0,0,0,1.311398E-05
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_55_960.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_55_960.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_55_960.jpg,0,0,0,4.730418E-06
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_56_030.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_56_030.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_56_030.jpg,0,0,0,7.430705E-06
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_56_100.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_56_100.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_56_100.jpg,0,0,0,6.100864E-06
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_56_169.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_56_169.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_56_169.jpg,0,0,0,1.839809E-06
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_56_236.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_56_236.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_56_236.jpg,0,0,0,8.716294E-06
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_56_302.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_56_302.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_56_302.jpg,0,0,0,1.211042E-05
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_56_372.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_56_372.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_56_372.jpg,0,0,0,2.209664E-06
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_56_441.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_56_441.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_56_441.jpg,0,0,0,3.702214E-06
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_56_510.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_56_510.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_56_510.jpg,-0.05,0,0,6.106317E-06
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_56_582.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_56_582.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_56_582.jpg,-0.25,0.2057223,0,0.1456845
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_56_658.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_56_658.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_56_658.jpg,-0.45,0.4651617,0,0.4402066
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_56_726.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_56_726.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_56_726.jpg,-0.6000001,0.6361011,0,0.8330745
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_56_794.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_56_794.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_56_794.jpg,0,0.8730819,0,1.542472
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_56_862.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_56_862.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_56_862.jpg,0,1,0,2.260911
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_56_931.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_56_931.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_56_931.jpg,0,1,0,2.973522
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_57_003.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_57_003.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_57_003.jpg,-0.15,1,0,3.907889
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_57_073.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_57_073.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_57_073.jpg,0,1,0,4.828897
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_57_142.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_57_142.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_57_142.jpg,0,1,0,5.52253
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_57_214.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_57_214.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_57_214.jpg,-0.1,1,0,6.44263
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_57_282.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_57_282.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_57_282.jpg,-0.25,1,0,7.118001
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_57_353.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_57_353.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_57_353.jpg,-0.45,1,0,7.992819
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_57_423.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_57_423.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_57_423.jpg,-0.6000001,1,0,8.627738
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_57_496.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_57_496.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_57_496.jpg,-0.8000001,1,0,9.44099
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_57_568.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_57_568.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_57_568.jpg,-0.9500002,1,0,10.02141
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_57_635.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_57_635.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_57_635.jpg,0,1,0,10.7576
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_57_704.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_57_704.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_57_704.jpg,0,1,0,11.34204
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_57_775.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_57_775.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_57_775.jpg,0,1,0,11.98683
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_57_846.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_57_846.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_57_846.jpg,0,1,0,12.95156
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_57_917.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_57_917.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_57_917.jpg,0,1,0,13.82584
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_57_987.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_57_987.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_57_987.jpg,-0.1,1,0,14.25362
C:\Users\Yahya\Desktop\Studying\Data\IMG\center_2020_10_17_12_50_58_057.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\left_2020_10_17_12_50_58_057.jpg,C:\Users\Yahya\Desktop\Studying\Data\IMG\right_2020_10_17_12_50_58_057.jpg,0,1,0,15.12618
